id,residential_gfa,commercial_gfa,civic_gfa,other_gfa,site_coverage,max_height
kml_106456,691444.605566,0,0,0,0.7,100
kml_92977,83562.1512652,0,0,0,0.7,100
kml_104975,214834.206706,143222.80447,0,0,0.7,100
