id,perceptionId,originX,originY,destinationX,destinationY,translationX,translationY,rotationCCW
0,20498.17389797465_36421.911447703955,20498.17389797465,36421.911447703955,28070.915598218293,37720.72528856654,7572.741700243641,1298.8138408625819,0.0
1,20408.559092799616_35628.61268714663,20408.559092799616,35628.61268714663,28049.549635709325,37731.24971355681,7640.990542909709,2102.637026410179,0.0
2,20482.52654307905_35760.48382824142,20482.52654307905,35760.48382824142,28086.515549711454,37798.45417008171,7603.989006632404,2037.9703418402933,0.0
3,20614.750350723276_35053.33229723625,20614.750350723276,35053.33229723625,28119.00751128009,37873.07676392737,7504.2571605568155,2819.744466691118,0.0
4,21294.681180166073_35539.18446231602,21294.681180166073,35539.18446231602,28145.782718172897,37934.51273859785,6851.101538006824,2395.328276281827,0.0
5,20487.524723658677_35760.96927546835,20487.524723658677,35760.96927546835,28194.815207543004,37629.40089651233,7707.290483884328,1868.4316210439792,0.0
6,20603.11802415097_35047.86572529181,20603.11802415097,35047.86572529181,28268.565593609244,37832.64662678556,7665.447569458276,2784.7809014937448,0.0
7,20545.713192802374_35708.36493976496,20545.713192802374,35708.36493976496,28308.994587690402,37897.60924992454,7763.281394888028,2189.2443101595854,0.0
8,21572.227032402374_35723.96166743363,21572.227032402374,35723.96166743363,28118.124100730536,37705.08818031293,6545.897068328162,1981.126512879302,0.0
9,21572.227032402374_35723.96166743363,21572.227032402374,35723.96166743363,28158.78167002713,37678.910694181344,6586.554637624755,1954.9490267477158,0.0
10,21572.227032402374_35723.96166743363,21572.227032402374,35723.96166743363,28241.69680019033,37625.04838171387,6669.469767787956,1901.086714280238,0.0
11,21049.738714711624_36360.642857741754,21049.738714711624,36360.642857741754,28227.383621646804,37776.58700272323,7177.64490693518,1415.9441449814767,0.0
12,21569.575148646327_35719.52086798908,21569.575148646327,35719.52086798908,28281.493101167256,37867.98783259337,6711.917952520929,2148.4669646042894,0.0
13,21596.8249808591_35710.414345803714,21596.8249808591,35710.414345803714,28315.381967930552,37645.10333221923,6718.5569870714535,1934.6889864155164,3.141592653589793
14,20581.85635740405_36330.09493339295,20581.85635740405,36330.09493339295,28077.38805706817,37754.16778684631,7495.5316996641195,1424.0728534533555,0.0
15,20418.944578321443_35568.958452552324,20418.944578321443,35568.958452552324,28077.38805706817,37754.16778684631,7658.443478746725,2185.2093342939843,0.0
