id,perceptionId,originX,originY,destinationX,destinationY,translationX,translationY,rotationCCW
0,20498.17389797465_36421.911447703955,20498.17389797465,36421.911447703955,29756.78724224981,33912.644662571074,9258.61334427516,-2509.2667851328806,0.0
1,20470.5857319992_36424.60674511608,20470.5857319992,36424.60674511608,29979.5928621755,33904.81518855622,9509.007130176302,-2519.7915565598596,0.0
2,20470.5857319992_36424.60674511608,20470.5857319992,36424.60674511608,30014.625928707414,33938.55979602689,9544.040196708214,-2486.0469490891846,0.0
3,21002.830229730527_35311.33929440593,21002.830229730527,35311.33929440593,29760.21185429827,33884.568433711116,8757.381624567744,-1426.7708606948145,0.0
4,20732.64863461745_35396.51757430656,20732.64863461745,35396.51757430656,29765.587340673716,33870.18210353253,9032.938706056266,-1526.3354707740364,0.0
5,21005.063633440175_35307.02905999057,21005.063633440175,35307.02905999057,29843.04597710027,33983.19486231769,8837.982343660096,-1323.8341976728843,0.0
6,20756.362559852198_35275.19311149653,20756.362559852198,35275.19311149653,29772.71967529478,33933.16596604875,9016.35711544258,-1342.027145447777,0.0
7,20500.845985051677_36451.832438295474,20500.845985051677,36451.832438295474,29767.26106240503,33860.23195060037,9266.415077353351,-2591.6004876951047,0.0
8,20418.944578321443_35568.958452552324,20418.944578321443,35568.958452552324,29862.255547600493,33962.476200185374,9443.31096927905,-1606.48225236695,0.0
9,20487.757407339024_36437.738245592926,20487.757407339024,36437.738245592926,30041.075702692622,33968.09317380029,9553.318295353598,-2469.6450717926346,0.0
10,20763.5077033411_36367.72532930877,20763.5077033411,36367.72532930877,29771.05153412575,33840.3252613376,9007.543830784649,-2527.400067971168,0.0
11,20985.947762194024_35951.96974595263,20985.947762194024,35951.96974595263,29769.77604446916,33927.12036395821,8783.828282275135,-2024.8493819944197,0.0
12,20655.6137602587_36493.33889187745,20655.6137602587,36493.33889187745,29812.91277768912,33836.635819513715,9157.299017430418,-2656.7030723637363,0.0
13,20687.6239865183_36456.770614322326,20687.6239865183,36456.770614322326,29807.767672430917,33997.46010505157,9120.143685912615,-2459.3105092707556,0.0
14,20537.709555692927_35811.0151897584,20537.709555692927,35811.0151897584,29833.141754424578,33992.48716022162,9295.43219873165,-1818.5280295367775,0.0
15,20537.709555692927_35811.0151897584,20537.709555692927,35811.0151897584,29845.55321172281,33980.652002207295,9307.843656029883,-1830.3631875511055,0.0
16,21256.605288202598_35749.392131919754,21256.605288202598,35749.392131919754,29763.00295872288,33879.17732600626,8506.39767052028,-1870.2148059134925,0.0
17,20408.559092799616_35628.61268714663,20408.559092799616,35628.61268714663,29780.244561427833,33808.163935514516,9371.685468628217,-1820.448751632117,0.0
18,20453.177088943266_36408.66555431137,20453.177088943266,36408.66555431137,29894.13433844639,33918.59099336439,9440.957249503124,-2490.074560946974,0.0
19,20413.57936475492_35629.8217072987,20413.57936475492,35629.8217072987,29993.823172953267,33917.42741892835,9580.243808198346,-1712.3942883703494,0.0
20,20413.57936475492_35629.8217072987,20413.57936475492,35629.8217072987,30028.533821383673,33953.484602260345,9614.954456628751,-1676.3371050383575,0.0
21,20441.343724874452_35506.46101011243,20441.343724874452,35506.46101011243,29829.542570697588,33866.15845181752,9388.198845823135,-1640.3025582949049,0.0
22,21287.376142648827_36069.20373696968,21287.376142648827,36069.20373696968,29854.419397035686,33880.10986354604,8567.04325438686,-2189.0938734236406,0.0
23,20472.46409132138_35759.43992359269,20472.46409132138,35759.43992359269,29879.356637915098,33943.403989077524,9406.892546593717,-1816.0359345151664,0.0
24,21350.43219814015_36168.003920799674,21350.43219814015,36168.003920799674,29884.840601699718,33909.41126467298,8534.408403559566,-2258.592656126697,0.0
25,20441.343724874452_35506.46101011243,20441.343724874452,35506.46101011243,30000.741014191062,33924.35924567212,9559.39728931661,-1582.1017644403037,0.0
26,21569.575148646327_35719.52086798908,21569.575148646327,35719.52086798908,29829.769894333884,33856.159206498865,8260.194745687557,-1863.361661490213,0.0
27,21569.575148646327_35719.52086798908,21569.575148646327,35719.52086798908,29841.834158901267,33867.76822469416,8272.25901025494,-1851.7526432949162,0.0
28,20481.1451954945_35440.24747438675,20481.1451954945,35440.24747438675,29758.213294522488,33887.10441664635,9277.068099027987,-1553.1430577404026,0.0
29,20732.86534483005_35405.93133566283,20732.86534483005,35405.93133566283,29766.115712283136,33866.93403270819,9033.250367453085,-1538.9973029546454,0.0
30,21001.725903038176_35316.46741471385,21001.725903038176,35316.46741471385,29838.120118342104,33987.88498084928,8836.394215303928,-1328.5824338645689,0.0
31,20441.343724874452_35506.46101011243,20441.343724874452,35506.46101011243,29859.47194206081,33880.04730650506,9418.128217186357,-1626.4137036073662,0.0
32,20492.503226978624_35761.415294893646,20492.503226978624,35761.415294893646,29891.03384786329,33880.83017869643,9398.530620884667,-1880.5851161972168,0.0
33,20498.17389797465_36421.911447703955,20498.17389797465,36421.911447703955,29979.5928621755,33904.81518855622,9481.41896420085,-2517.0962591477364,0.0
34,20660.750692403202_35067.555748439925,20660.750692403202,35067.555748439925,29891.98814953874,33875.63282528248,9231.23745713554,-1191.9229231574427,0.0
35,20980.05877773295_35944.05372936073,20980.05877773295,35944.05372936073,29780.87185130591,33911.85333277593,8800.813073572961,-2032.200396584798,0.0
36,20408.559092799616_35628.61268714663,20408.559092799616,35628.61268714663,29798.155091692064,33882.86224301496,9389.595998892448,-1745.7504441316705,0.0
37,20430.951700621095_35504.9736015307,20430.951700621095,35504.9736015307,29829.457207234922,33872.09727139288,9398.505506613827,-1632.8763301378203,0.0
38,20413.57936475492_35629.8217072987,20413.57936475492,35629.8217072987,29872.539203534332,33897.80812681522,9458.95983877941,-1732.0135804834863,0.0
39,20408.559092799616_35628.61268714663,20408.559092799616,35628.61268714663,29810.074422308608,33953.23879983745,9401.515329508991,-1675.373887309186,0.0
40,20441.343724874452_35506.46101011243,20441.343724874452,35506.46101011243,29847.117660812557,33872.92209093131,9405.773935938105,-1633.5389191811191,0.0
41,20441.343724874452_35506.46101011243,20441.343724874452,35506.46101011243,29869.30401179176,33880.686910348886,9427.960286917307,-1625.774099763541,0.0
