id,maxHeight,totalGFA,residentialGFA,commercialGFA,civicGFA,otherGFA,siteCoverage,footprintArea,siteArea
0,8,1.9707863188214267,1.9707863188214267,0.0,0.0,0.0,0.007945567374138719,0.7390448695701521,93.01347968876331
1,14,2148.82502837981,2148.82502837981,0.0,0.0,0.0,0.6349692833438253,576.2566936320709,907.534756008091
2,8,708.9275122687521,708.9275122687521,0.0,0.0,0.0,0.5384687416644589,265.84781710295323,493.7107700647431
3,13,36.41844006759027,36.41844006759027,0.0,0.0,0.0,0.043784580339088684,8.4042553996646,191.9455510268235
4,9,359.1346280364029,239.42324100060088,119.71138703580198,0.0,0.0,0.46477021650986383,119.71154268122692,257.5714588171901
5,13,447.7636208038753,447.7636208038753,0.0,0.0,0.0,0.7098335321680458,110.0454741390545,155.0299741447018
6,12,3026.8442123994696,3026.8442123994696,0.0,0.0,0.0,0.5910288029165695,855.525119542179,1447.518488642839
7,10,108.67719162878376,108.67719162878376,0.0,0.0,0.0,0.09883746804196428,32.60315748770987,329.8663769276978
8,10,1840.494429975784,1840.494429975784,0.0,0.0,0.0,0.5254886221075531,552.1483289851667,1050.7331762402214
9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.438045291236065
10,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.52231874315976
11,20,271.498155395533,271.498155395533,0.0,0.0,0.0,0.10472244974611684,68.72041955970376,656.2147822773974
12,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.6693971646298
13,9,224.9490497014913,224.9490497014913,0.0,0.0,0.0,0.14713905649963993,74.98301656592542,509.606479406159
14,13,181.80741350689863,181.80741350689863,0.0,0.0,0.0,0.26682692171214184,41.955556963019404,157.23884491791233
15,13,1340.7187962178361,1340.7187962178361,0.0,0.0,0.0,0.6289614894969412,309.39664527770805,491.91667605145597
16,35,1435.2078325490472,1435.2078325490472,0.0,0.0,0.0,0.36013108346290246,147.9944046984104,410.94593467285495
17,11,45.66065409234708,45.66065409234708,0.0,0.0,0.0,0.8110708083955277,12.4529056608293,15.353660287027001
18,14,1358.4305811546037,1358.4305811546037,0.0,0.0,0.0,0.5214968211213441,315.442484064869,604.8790161109544
19,10,950.2829024307116,950.2829024307116,0.0,0.0,0.0,0.7890447063445674,285.08487072928745,361.30382529275084
20,10,1211.8760175390112,1211.8760175390112,0.0,0.0,0.0,0.7345567254172366,363.5628052617976,494.94176920821167
21,10,2082.0053538503307,2082.0053538503307,0.0,0.0,0.0,0.4985134403253645,710.0723862077128,1424.3796230333735
22,16,9867.53508358607,9867.53508358607,0.0,0.0,0.0,0.6885331350074972,2124.7250803068637,3085.871938877318
23,11,689.5076830719876,689.5076830719876,0.0,0.0,0.0,0.2901214379289255,188.0475499293322,648.1684058638937
24,17,5519.6892685238,5519.6892685238,0.0,0.0,0.0,0.42980750460158057,1140.0583079345874,2652.4858122042083
25,9,591.880816402556,591.880816402556,0.0,0.0,0.0,0.5485023074130335,197.29360547280692,359.6951239883131
26,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.1251164082491
27,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.8959326513019
28,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83819845084521
29,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.43561091252982
30,13,511.37828045681675,511.37828045681675,0.0,0.0,0.0,0.6376651392005493,118.55242174626677,185.91642299106672
31,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.314183543887662
32,11,130.6610475471599,130.6610475471599,0.0,0.0,0.0,0.92464815114129,35.6348311492162,38.53880106203884
33,14.0,339.6684238194435,339.6684238194435,0.0,0.0,0.0,0.9290521410721544,72.78609081833388,78.34446270619054
34,15,1299.7838988637516,1299.7838988637516,0.0,0.0,0.0,0.6541818723708399,259.95677977291575,397.3769233788131
35,20,8.61784349103828,8.61784349103828,0.0,0.0,0.0,1.0,2.181310659452009,2.181310659452009
36,11,322.28697671559814,322.28697671559814,0.0,0.0,0.0,0.9881326580031587,87.89644819150084,88.95207286147591
37,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020172301583847113
38,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6883231308399975
39,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.468470146174235
40,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10215909518110253
41,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.481319669190101
42,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.822149762093482
43,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19021575670632
44,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002262460998377
45,8,22.593540494050192,22.593540494050192,0.0,0.0,0.0,1.0000000000004017,8.4725776852622,8.472577685258797
46,9,108.02046748599722,108.02046748599722,0.0,0.0,0.0,0.6208758601048793,36.00682249530199,57.99359390332822
