id,residential_gfa,commercial_gfa,civic_gfa,other_gfa,site_coverage,max_height
kml_105770,239619.096764,102693.898613,0,0,0.7,100
kml_105771,138448.7804,59335.1915998,0,0,0.7,100
kml_78794,136885.272115,58665.1166206,0,0,0.7,100
kml_80617,7949.92123151,3407.10909922,0,0,0.7,100
