id,residential_gfa,commercial_gfa,civic_gfa,other_gfa,site_coverage,max_height
kml_84659,249637.608583,0,0,0,0.7,100
kml_93244,711023.882538,304724.521088,0,0,0.7,100
kml_108357,901272.929513,386259.826934,0,0,0.7,100
kml_100903,216662.007076,0,0,0,0.7,100
kml_108356,47054.3388588,0,0,0,0.7,100
kml_93242,175963.314505,0,0,0,0.7,100
