id,residential_gfa,commercial_gfa,civic_gfa,other_gfa,site_coverage,max_height
kml_109009,383768.561576,0,0,0,0.7,100
kml_108965,100935.009968,0,0,0,0.7,100
kml_108909,142338.84957,0,0,0,0.7,100
kml_108908,359880.691766,0,0,0,0.7,100
