id,residential_gfa,commercial_gfa,civic_gfa,other_gfa,site_coverage,max_height
kml_95685,11171.9768252,4787.99006792,0,0,0.7,100
kml_88212,33040.7884933,14160.3379257,0,0,0.7,100
kml_86244,15100.9181268,6471.82205433,0,0,0.7,100
kml_80679,31070.4472089,13315.9059467,0,0,0.7,100
kml_75143,35982.1652903,15420.9279816,0,0,0.7,100
